date,nav,scheme_code,scheme_name,fund_house
2017-04-25,3411.1644,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-26,3411.7395,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-27,3412.3377,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-28,3412.9483,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-01,3414.787,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-02,3415.3902,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-03,3415.9934,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-04,3416.5907,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-05,3417.1956,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-07,3418.3994,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-08,3419.0012,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-09,3419.6046,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-10,3420.1978,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-11,3420.811,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-12,3421.3996,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-14,3422.6103,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-15,3423.2162,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-16,3423.8348,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-17,3424.4451,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-18,3425.0538,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-19,3425.6616,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-21,3426.8536,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-22,3427.4639,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-23,3428.0849,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-24,3428.6965,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-25,3429.3081,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-26,3429.9237,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-28,3431.1415,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-29,3431.7449,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-30,3432.3465,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-05-31,3432.9463,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-01,3433.557,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-02,3434.1943,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-04,3435.3928,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-05,3436.0053,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-06,3436.5893,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-07,3437.2181,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-06-08,3437.8295,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
