date,nav,scheme_code,scheme_name,fund_house
2013-09-05,31.6593,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-06,31.6505,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-10,31.733,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-11,31.7662,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-12,31.7783,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-13,31.8004,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-16,31.8692,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-17,31.8351,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-18,31.8899,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-19,32.0075,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-20,31.934,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-23,31.8585,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-24,31.8426,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-25,31.8851,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-26,31.916,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-27,31.9532,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-30,31.9301,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-01,31.9686,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-02,31.974,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-03,32.0673,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-04,32.0989,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-07,32.1285,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-08,32.2513,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-09,32.3213,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-10,32.301,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-11,32.3317,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-14,32.3093,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-15,32.2883,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-16,32.2938,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-17,32.3189,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
